OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
8270,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KONDININ POLICE STATION,OPERATIONAL,10 STUBBS STREET,KONDININ,WESTERN AUSTRALIA,6367,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-32.49170873999998,118.2661716340001,,,GAWA_147050198,10 STUBBS STREET,2,6367,KONDININ,14,-32.49171484999994,118.26602491000006
8271,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KONDININ (RURAL),OPERATIONAL,,KONDININ,WESTERN AUSTRALIA,6367,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.49545823999995,118.26705813900003,,,GAWA_718674686,11 GORDON STREET,0,6367,KONDININ,5,-32.49543423999995,118.26701177000007
8272,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KONNONGORRING,OPERATIONAL,,KONNONGORRING,WESTERN AUSTRALIA,6603,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.053335311999945,116.77650531900008,,,GAWA_161993599,7122 NORTHAM-PITHARA ROAD,2,6603,KONNONGORRING,49,-31.053715239999974,116.7767570100001
8273,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KOOJAN,OPERATIONAL,,KOOJAN,WESTERN AUSTRALIA,6510,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-30.805165305999935,116.025248153,,,GAWA_162259481,6793 BINDOON-MOORA ROAD,2,6510,KOOJAN,26,-30.80538654999998,116.02514786000006
8274,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KOORDA,OPERATIONAL,ALLENBY STREET,KOORDA,WESTERN AUSTRALIA,6475,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-30.827706099999943,117.48219190000009,,,GAWA_147069751,23 ALLENBY STREET,1,6475,KOORDA,19,-30.82776999999993,117.48238000000003
8275,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOORDA POLICE STATION,OPERATIONAL,36 HAIG STREET,KOORDA,WESTERN AUSTRALIA,6475,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-30.825225170999943,117.48615138500008,,KOORDA POLICE STATION,GAWA_146993734,36 HAIG STREET,2,6475,KOORDA,8,-30.825271459999954,117.48620787000004
8276,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KOORDA TOWN,OPERATIONAL,,KOORDA,WESTERN AUSTRALIA,6475,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-30.82612921499998,117.48466614100005,,,GAWA_147032513,21 SMITH STREET,1,6475,KOORDA,17,-30.826079999999934,117.48450000000003
8277,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SOMERSET HILL,OPERATIONAL,,KORDABUP,WESTERN AUSTRALIA,6333,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.93135222199993,117.17883777800012,,,GAWA_718389272,928 HAPPY VALLEY ROAD,1,6333,KORDABUP,7,-34.93136108999994,117.17890984000007
8278,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KORDABUP / OWINGUP,OPERATIONAL,,KORDABUP,WESTERN AUSTRALIA,6333,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.916503888999955,117.12821944400002,,,GAWA_719967058,995 KORDABUP ROAD,0,6333,KORDABUP,27,-34.91670308999994,117.12837949000004
8279,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KUDARDUP,OPERATIONAL,,KUDARDUP,WESTERN AUSTRALIA,6290,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-34.26153941499996,115.12484366300009,,,GAWA_162982663,425 KUDARDUP ROAD,0,6290,KUDARDUP,109,-34.26160618999995,115.1260226500001
8280,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KUKERIN,OPERATIONAL,,KUKERIN,WESTERN AUSTRALIA,6352,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.18800833299997,118.08282055500001,,,GAWA_146980528,18 MANSER STREET,1,6352,KUKERIN,21,-33.188185949999934,118.08288420000008
8281,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KULIN,OPERATIONAL,JOHNSON STREET,KULIN,WESTERN AUSTRALIA,6365,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-32.67239746599995,118.15360311900008,,,GAWA_161603549,24 JOHNSTON STREET,0,6365,KULIN,7,-32.672417629999984,118.15367612000011
8282,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KULIN POLICE STATION,OPERATIONAL,21 JOHNSTON STREET,KULIN,WESTERN AUSTRALIA,6365,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-32.67197382699993,118.15316174300006,,,GAWA_160653737,21 JOHNSTON STREET,2,6365,KULIN,1,-32.67196999999993,118.15316000000007
8283,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KULIN TOWN,OPERATIONAL,,KULIN,WESTERN AUSTRALIA,6365,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.66788378499996,118.15523746600002,,,GAWA_147359491,67 DAY STREET,1,6365,KULIN,12,-32.667809999999974,118.15515000000005
8284,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KULIN,OPERATIONAL,,KULIN,WESTERN AUSTRALIA,6365,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.67251333299998,118.15352055500011,,,GAWA_161603549,24 JOHNSTON STREET,0,6365,KULIN,18,-32.672417629999984,118.15367612000011
8285,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KUNUNOPPIN,OPERATIONAL,LOT 209 ADAM STREET,KUNUNOPPIN,WESTERN AUSTRALIA,6489,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-31.109745308999948,117.92175126200004,,,GAWA_162771267,LOT 209 ADAM STREET,0,6489,KUNUNOPPIN,5,-31.109750289999965,117.92169604000003
8286,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,KUNUNURRA,OPERATIONAL,2 COOLIBAH AVENUE,KUNUNURRA,WESTERN AUSTRALIA,6743,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-15.776250699999935,128.73342320000006,,,GAWA_160652904,2 COOLIBAH DRIVE,1,6743,KUNUNURRA,223,-15.777732509999964,128.73200866000002
8287,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,KUNUNURRA,OPERATIONAL,,KUNUNURRA,WESTERN AUSTRALIA,6743,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-15.77643345599995,128.73277973200004,,,GAWA_163271588,3 COOLIBAH DRIVE,0,6743,KUNUNURRA,6,-15.776383649999957,128.73279587000002
8288,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KUNUNURRA POLICE STATION,OPERATIONAL,94 COOLIBAH DRIVE,KUNUNURRA,WESTERN AUSTRALIA,6743,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-15.774746875999938,128.7387897760001,,KUNUNURRA POLICE STATION,GAWA_147191408,94 COOLIBAH DRIVE,2,6743,KUNUNURRA,0,-15.774749999999926,128.7387900000001
8289,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KUNUNURRA,OPERATIONAL,,KUNUNURRA,WESTERN AUSTRALIA,6743,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-15.77643345599995,128.73277973200004,,,GAWA_163271588,3 COOLIBAH DRIVE,0,6743,KUNUNURRA,6,-15.776383649999957,128.73279587000002
8290,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KWINANA POLICE STATION,OPERATIONAL,2 SULPHUR ROAD,KWINANA TOWN CENTRE,WESTERN AUSTRALIA,6167,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-32.24042896799995,115.81568188300002,,KWINANA POLICE STATION,GAWA_718829125,2 SULPHUR ROAD,1,6167,KWINANA TOWN CENTRE,0,-32.240428959999974,115.81568188000006
8291,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KWINANA,OPERATIONAL,,KWINANA TOWN CENTRE,WESTERN AUSTRALIA,6167,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.244372419999934,115.81621219300007,,,GAWA_147179165,10 CHISHAM AVENUE,2,6167,KWINANA TOWN CENTRE,15,-32.24448999999993,115.8162900000001
8292,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LAKE CLIFTON,OPERATIONAL,,LAKE CLIFTON,WESTERN AUSTRALIA,6215,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.79982831999996,115.69053971900007,,,GAWA_162270756,114 TUART GROVE AVENUE,1,6215,LAKE CLIFTON,73,-32.800480999999934,115.69049500000006
8293,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LAKE GRACE TOWN,OPERATIONAL,,LAKE GRACE,WESTERN AUSTRALIA,6353,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.10244111099996,118.46301111100001,,,GAWA_147256114,40 BENNETT STREET,1,6353,LAKE GRACE,9,-33.10238999999996,118.4630800000001
8294,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAKE GRACE POLICE STATION,OPERATIONAL,54-56 STUBBS STREET,LAKE GRACE,WESTERN AUSTRALIA,6353,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-33.101218105999976,118.4649140570001,,LAKE GRACE POLICE STATION,GAWA_149085535,54-56 STUBBS STREET,1,6353,LAKE GRACE,0,-33.10121809999998,118.46491405000006
8295,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LAKE GRACE,OPERATIONAL,,LAKE GRACE,WESTERN AUSTRALIA,6353,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.10230333299995,118.46304111100005,,,GAWA_147256114,40 BENNETT STREET,1,6353,LAKE GRACE,10,-33.10238999999996,118.4630800000001
8296,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LAKE GRACE,OPERATIONAL,LOT 501 STUBBS STREET,LAKE GRACE,WESTERN AUSTRALIA,6353,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-33.10179999999997,118.46100000000001,,,GAWA_147071083,20 STUBBS STREET,1,6353,LAKE GRACE,19,-33.10173347999995,118.46081563000007
8297,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LANCELIN POLICE STATION,OPERATIONAL,33 ATKINSON WAY,LANCELIN,WESTERN AUSTRALIA,6044,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-31.01653871299993,115.3332591730001,,LANCELIN POLICE STATION,GAWA_146984240,33 ATKINSON WAY,2,6044,LANCELIN,0,-31.016538709999963,115.33325917000002
8298,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LANCELIN,OPERATIONAL,ATKINSON WAY,LANCELIN,WESTERN AUSTRALIA,6044,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-31.01620479999997,115.33232630000009,,,GAWA_146968758,28 ATKINSON WAY,2,6044,LANCELIN,10,-31.01625999999993,115.33224000000007
8299,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LANCELIN,OPERATIONAL,,LANCELIN,WESTERN AUSTRALIA,6044,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.015986407999947,115.33231414800002,,,GAWA_146987617,26 ATKINSON WAY,1,6044,LANCELIN,22,-31.015889999999956,115.33211000000006
8300,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LATHAM,OPERATIONAL,CHAPPLE STREET,LATHAM,WESTERN AUSTRALIA,6616,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-29.757499999999936,116.44200000000001,,,GAWA_147400019,17 CHAPPLE STREET,1,6616,LATHAM,86,-29.75673727999998,116.4418277100001
8301,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LAVERTON,OPERATIONAL,,LAVERTON,WESTERN AUSTRALIA,6440,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-28.625458523999953,122.40276286100004,,,GAWA_147843447,5 AUGUSTA STREET,0,6440,LAVERTON,25,-28.625430299999948,122.40250540000011
8302,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAVERTON POLICE STATION,OPERATIONAL,24 AUGUSTA STREET,LAVERTON,WESTERN AUSTRALIA,6440,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-28.62518259799998,122.40480270300009,,,GAWA_162636970,24 AUGUSTA STREET,1,6440,LAVERTON,92,-28.62600803999993,122.40477336000004
8303,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LAVERTON,OPERATIONAL,CNR BERIA STREET & WELD DRIVE,LAVERTON,WESTERN AUSTRALIA,6440,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-28.624997899999983,122.40227540000001,,,GAWA_163278017,10 WELD DRIVE,1,6440,LAVERTON,0,-28.624997949999965,122.4022753700001
8304,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LEDGE POINT,OPERATIONAL,,LEDGE POINT,WESTERN AUSTRALIA,6043,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.107973822999952,115.37606217100006,,,GAWA_148504367,381 TURNER STREET,1,6043,LEDGE POINT,369,-31.108204059999935,115.3799154300001
8305,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEEMAN POLICE STATION,OPERATIONAL,22 MORCOMBE ROAD,LEEMAN,WESTERN AUSTRALIA,6514,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-29.949219339999956,114.98127384100007,,LEEMAN POLICE STATION,GAWA_147104174,22 MORCOMBE ROAD,1,6514,LEEMAN,0,-29.94921999999997,114.98127000000011
8306,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LEEMAN,OPERATIONAL,,LEEMAN,WESTERN AUSTRALIA,6514,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-29.939945601999966,114.98023564000005,,,GAWA_146979954,75 NAIRN STREET,1,6514,LEEMAN,43,-29.939719999999966,114.97987
8307,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LEEMAN,OPERATIONAL,,LEEMAN,WESTERN AUSTRALIA,6514,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-29.93969999999996,114.98000000000002,,,GAWA_146979954,75 NAIRN STREET,1,6514,LEEMAN,13,-29.939719999999966,114.97987
8308,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LEINSTER,OPERATIONAL,,LEINSTER,WESTERN AUSTRALIA,6437,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-27.917566029999932,120.69893833200001,,,GAWA_718256471,LOT 484 WORRUNG ROAD,0,6437,LEINSTER,35,-27.91760015999995,120.6992921000001
8309,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEINSTER POLICE STATION,OPERATIONAL,LOT 492 MANSBRIDGE STREET,LEINSTER,WESTERN AUSTRALIA,6437,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-27.916970013999958,120.69913104400007,,,GAWA_718253319,LOT 492 MANSBRIDGE STREET,0,6437,LEINSTER,20,-27.917133209999974,120.6992194500001
8310,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,LEONORA,OPERATIONAL,TOWER STREET,LEONORA,WESTERN AUSTRALIA,6438,WA ST JOHN AMBULANCE,,WA ST JOHN AMBULANCE,,,,,-28.88458829999996,121.33122690000005,,,GAWA_147361429,55 TOWER STREET,0,6438,LEONORA,3,-28.884589999999946,121.33126000000004
8311,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEONORA POLICE STATION,OPERATIONAL,13 ROCHESTER STREET,LEONORA,WESTERN AUSTRALIA,6438,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,,,-28.885395467999956,121.33137879300011,,LEONORA POLICE STATION,GAWA_147071962,13 ROCHESTER STREET,1,6438,LEONORA,14,-28.885439789999964,121.33124988000009
8312,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LEONORA,OPERATIONAL,,LEONORA,WESTERN AUSTRALIA,6438,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-28.882863332999932,121.33126277800011,,,GAWA_147043264,71 TOWER STREET,1,6438,LEONORA,2,-28.882879999999943,121.33126000000004
8313,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LESCHENAULT,OPERATIONAL,,LESCHENAULT,WESTERN AUSTRALIA,6233,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.23099388899993,115.72494277800001,,,GAWA_149063431,22 AUSTRALIND ROAD,1,6233,LESCHENAULT,7,-33.230946279999955,115.72499032000007
8314,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LOWDEN,OPERATIONAL,,LOWDEN,WESTERN AUSTRALIA,6240,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-33.536103888999946,115.97346000000005,,,GAWA_161031147,9 LOWDEN-GRIMWADE ROAD,1,6240,LOWDEN,34,-33.53624999999994,115.97378000000003
8315,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,LOWER CHITTERING,OPERATIONAL,,LOWER CHITTERING,WESTERN AUSTRALIA,6084,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.560816666999983,116.08169611100004,,VOLUNTEER FIRE STATION,GAWA_148660328,865 MUCHEA EAST ROAD,2,6084,LOWER CHITTERING,21,-31.56075440999996,116.08148774000006
8316,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,MADDINGTON,OPERATIONAL,,MADDINGTON,WESTERN AUSTRALIA,6109,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-32.05490441899997,115.98798929500003,,FIRE STATION,GAWA_147191855,1961 ALBANY HIGHWAY,1,6109,MADDINGTON,7,-32.05495999999994,115.98795000000007
8317,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,MALAGA,OPERATIONAL,,MALAGA,WESTERN AUSTRALIA,6090,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/DFES-STATIONS,,,,,-31.860044983999956,115.886781842,,FIRE & EMERGENCY SERVICES,GAWA_146607718,14 IRVINE DRIVE,1,6090,MALAGA,25,-31.860049999999944,115.88705000000004
